227	Gene::4913
228	Gene::56929
229	Gene::26272
230	Anatomy::UBERON:0000997
231	Gene::4173
232	Compound::DB00812
233	Compound::DB01074
234	Gene::3566
235	Gene::54438
236	Gene::915
237	Gene::29735
238	Tax::10116
239	Gene::2885
240	Gene::5156
241	Compound::DB04818
242	Compound::DB09304
243	Gene::51191
244	Gene::55284
245	Gene::2549
246	Gene::9475
247	Anatomy::UBERON:0002037
248	Gene::7728
249	Gene::8945
250	Biological Process::GO:0061138
251	Gene::5880
252	Gene::50650
253	Compound::DB01330
254	Compound::DB12151
255	Gene::493829
256	Biological Process::GO:0051259
257	Gene::5886
258	Gene::404672
259	Compound::DB01216
260	Gene::17199
261	Compound::DB00633
262	Compound::DB13692
263	Compound::DB00177
264	Compound::DB00248
265	Gene::5063
266	Gene::941
267	Compound::DB00591
268	Compound::DB00989
269	Gene::93589
270	Gene::5522
271	Gene::7454
272	Gene::4987
273	Gene::11054
274	Gene::23435
275	Gene::6421
276	Compound::DB00310
277	Compound::DB11691
278	Gene::119764
279	Pathway::PC7_6044
280	Gene::56288
281	Cellular Component::GO:0030427
282	Gene::6455
283	Gene::1213
284	Compound::DB00805
285	Compound::DB13478
286	Compound::DB14010
287	Gene::3350
288	Gene::65057
289	Biological Process::GO:0035113
290	Compound::DB06637
291	Compound::DB13114
292	Compound::DB00422
293	Compound::DB13251
294	Compound::DB11892
295	Compound::DB14633
296	Gene::6155
297	Gene::751071
298	Gene::254013
299	Compound::DB01114
300	Compound::DB11540
301	Gene::9545
302	Gene::5868
303	Gene::154881
304	Gene::55008
305	Gene::1861
306	Gene::9318
307	Gene::80344
308	Gene::22948
309	Compound::DB11959
310	Compound::DB14040
311	Gene::637
312	Gene::5300
313	Compound::DB00859
314	Compound::DB01035
315	Compound::DB08931
316	Compound::DB14568
317	Gene::79023
318	Pathway::PC7_4466
319	Compound::DB12422
320	Gene::360149
321	Gene::3214
322	Gene::60528
323	Compound::DB00214
324	Compound::DB14631
325	Compound::DB00669
326	Compound::DB13601
327	Gene::11255
328	Gene::5367
329	Compound::DB01200
330	Anatomy::UBERON:0001891
331	Gene::23286
332	Gene::8205
333	Gene::7301
334	Gene::10324
335	Gene::9655
336	Compound::DB00341
337	Compound::DB06712
338	Gene::5566
339	Gene::54331
340	Gene::6468
341	Gene::390594
342	Compound::DB00404
343	Compound::DB11915
344	Compound::MESH:D054709
345	Gene::100738213
346	Compound::DB00234
347	Side Effect::C0235416
348	Gene::60
349	Gene::10006
350	Compound::DB01488
351	Compound::DB05271
352	Compound::MESH:D013806
353	Disease::MESH:D006930
354	Gene::5705
355	Gene::50846
356	Gene::805
357	Gene::29970
358	Compound::DB00879
359	Gene::5296
360	Gene::3716
361	Gene::132160
362	Gene::5089
363	Gene::4798
364	Gene::122809
365	Gene::22796
366	Compound::DB00713
367	Compound::DB09257
368	Gene::51585
369	Gene::55339
370	Compound::DB00940
371	Compound::DB12867
372	Gene::22917
373	Cellular Component::GO:0099503
374	Compound::DB00499
375	Compound::DB01056
376	Gene::2260
377	Biological Process::GO:0040012
378	Gene::11275
379	Gene::54939
380	Gene::22936
381	Gene::5430
382	Compound::DB09074
383	Compound::DB11779
384	Compound::DB00191
385	Compound::DB06479
386	Compound::DB00606
387	Compound::DB01531
388	Compound::DB00313
389	Compound::DB10982
390	Gene::727897
391	Biological Process::GO:0051707
392	Gene::7299
393	Gene::4948
394	Gene::283871
395	Anatomy::UBERON:0000473
396	Gene::400720
397	Compound::MESH:C546977
398	Gene::387700;6566;9194
399	Gene::3066
400	Gene::523
401	Gene::80776
402	Gene::598
403	Biological Process::GO:0080135
404	Compound::DB04868
405	Compound::DB14055
406	Compound::DB00373
407	Compound::DB01249
408	Compound::DB00976
409	Compound::DB09229
410	Gene::51719
411	Cellular Component::GO:1902554
412	Gene::23087
413	Gene::81603
414	Gene::6795
415	Compound::DB11694
416	Compound::DB00215
417	Side Effect::C0748726
418	Anatomy::UBERON:0000955
419	Gene::7551
420	Compound::DB01418
421	Compound::DB01622
422	Anatomy::UBERON:0002390
423	Gene::5634
424	Anatomy::UBERON:0002349
425	Gene::4312
426	Compound::DB00382
427	Compound::DB13728
428	Gene::2321
429	Gene::7074
430	Compound::DB00553
431	Compound::DB01416
432	Compound::DB06701
433	Compound::DB13841
434	Compound::DB08811
435	Compound::DB09053
436	Gene::4306
437	Biological Process::GO:0006352
438	Compound::DB00261
439	Compound::DB04898
440	Compound::DB13860
441	Gene::16476
442	Disease::MESH:D012878
443	Anatomy::UBERON:0002450
444	Gene::55698
445	Gene::90864
446	Gene::79754
447	Gene::23322
448	Gene::1069
449	Anatomy::UBERON:0001675
450	Gene::11047
451	Anatomy::UBERON:0000995
452	Gene::945
453	Disease::MESH:D013274
454	Gene::2273
455	Gene::64857
456	Compound::DB12131
457	Compound::DB13678
458	Gene::25934
459	Gene::6443
460	Gene::10059
461	Anatomy::UBERON:0002030
462	Gene::64326
463	Compound::DB00945
464	Compound::DB13293
465	Gene::90589
466	Gene::200081
467	Gene::1845
468	Gene::11331
469	Gene::1945
470	Gene::7010
471	Compound::DB00245
472	Compound::DB00642
473	Compound::DB09307
474	Compound::DB12927
475	Anatomy::UBERON:0000996
476	Gene::54875
477	Gene::10509
478	Gene::1946
479	Gene::1645
480	Gene::7363
481	Compound::DB09166
482	Compound::DB13234
483	Compound::DB12568
484	Compound::DB00407
485	Compound::DB06206
486	Compound::DB06699
487	Compound::DB01168
488	Compound::DB01437
489	Gene::6418
490	Gene::8318
491	Gene::211401
492	Disease::MESH:D009362
493	Gene::51316
494	Biological Process::GO:0051093
495	Gene::84445
496	Gene::80764
497	Gene::163351
498	Pathway::PC7_2907
499	Gene::3269
500	Gene::2828
501	Gene::353
502	Gene::2814
503	Biological Process::GO:0032101
504	Gene::126006
505	Gene::2841
506	Gene::10632
507	Gene::55033
508	Compound::DB01104
509	Atc::N06AB06
510	Compound::CHEBI:26333
511	Disease::MESH:D000592
512	Gene::3092
513	Compound::DB06203
514	Gene::13482
515	Anatomy::UBERON:0000029
516	Gene::23309
517	Gene::80834
518	Gene::2641
519	Gene::211
520	Gene::83707
521	Gene::23160
522	Molecular Function::GO:0015631
523	Gene::5311
524	Gene::723889
525	Gene::14784
526	Gene::54583
527	Gene::1153
528	Compound::DB00661
529	Compound::DB01408
530	Gene::79783
531	Gene::721
532	Biological Process::GO:1903034
533	Gene::12918
534	Disease::MESH:D019966
535	Compound::DB00907
536	Gene::302
537	Gene::2023
538	Gene::4802
539	Gene::6721
540	Disease::MESH:D012468
541	Gene::23619
542	Compound::MESH:C476560
543	Gene::6548
544	Gene::6608
545	Biological Process::GO:0003143
546	Compound::DB09161
547	Compound::DB11430
548	Compound::DB09011
549	Compound::DB13770
550	Gene::55958
551	Gene::9817
552	Gene::6924
553	Gene::9978
554	Gene::3297
555	Gene::10238
556	Gene::4049
557	Gene::7132
558	Gene::6387
559	Gene::9294
560	Gene::26574
561	Pathway::PC7_2523
562	Compound::DB02852
563	Compound::DB00477
564	Compound::DB11507
565	Compound::DB00459
566	Side Effect::C0233494
567	Compound::DB03783
568	Compound::DB13627
569	Compound::DB06684
570	Compound::DB13874
571	Gene::51773
572	Gene::8331
573	Gene::65110
574	Gene::6141
575	Gene::5288
576	Gene::6356
577	Compound::DB01245
578	Compound::DB04165
579	Gene::79869
580	Gene::23020
581	Gene::5209
582	Disease::MESH:D002294
583	Gene::2820
584	Gene::131034
585	Compound::DB01250
586	Compound::DB12092
587	Compound::DB13070
588	Gene::10478
589	Gene::8527
590	Gene::5338
591	Compound::DB06235
592	Compound::DB09290
593	Gene::5439
594	Gene::6256
595	Gene::808
596	Biological Process::GO:0002223
597	Anatomy::UBERON:0001016
598	Gene::10454
599	Compound::DB00645
600	Compound::DB04842
601	Gene::7109
602	Biological Process::GO:0035725
603	Compound::DB09265
604	Compound::DB14066
605	Pathway::PC7_6811
606	Gene::55660
607	Gene::199746
608	Gene::11133
609	Cellular Component::GO:0098862
610	Gene::10541
611	Gene::64121
612	Gene::3315
613	Gene::1822
614	Gene::8440
615	Gene::988
616	Gene::26993
617	Gene::6915
618	Compound::DB12278
619	Compound::DB12923
620	Gene::84181
621	Biological Process::GO:0043618
622	Gene::51318
623	Gene::51073
624	Gene::91754
625	Gene::54504
626	Compound::DB00262
627	Compound::DB00997
628	Gene::3833
629	Gene::56992
630	Gene::5210
631	Biological Process::GO:0009126
632	Gene::10342
633	Gene::10959
634	Gene::7431
635	Gene::6136
636	Anatomy::UBERON:0001004
637	Gene::1119
638	Compound::DB08899
639	Gene::1577
640	Gene::339855
641	Cellular Component::GO:0031674
642	Compound::DB11699
643	Compound::DB13370
644	Gene::5567
645	Gene::219958
646	Compound::DB00946
647	Gene::3553
648	Disease::MESH:D016584
649	Compound::DB00533
650	Compound::DB00780
651	Gene::9879
652	Gene::55696
653	Anatomy::UBERON:0000991
654	Gene::8086
655	Compound::DB09507
656	Compound::DB13762
657	Compound::DB00497
658	Compound::DB00562
659	Anatomy::UBERON:0001893
660	Gene::54878
661	Compound::DB00960
662	Compound::DB01024
663	Gene::79924
664	Gene::10268
665	Compound::DB01267
666	Compound::DB09295
667	Compound::DB00338
668	Compound::DB01191
669	Gene::6866
670	Gene::130916
671	Biological Process::GO:0072655
672	Compound::DB05892
673	Compound::DB15090
674	Gene::4969
675	Biological Process::GO:0006023
676	Gene::7133
677	Gene::8065
678	Gene::7319
679	Gene::596
680	Gene::8722
681	Gene::9833
682	Gene::3838
683	Gene::164091
684	Gene::26097
685	Gene::6429
686	Gene::826
687	Gene::1019
688	Gene::55466
689	Biological Process::GO:0009266
690	Gene::5393
691	Gene::6128
692	Compound::DB00620
693	Compound::DB13775
694	Gene::220359
695	Compound::DB00323
696	Compound::DB00434
697	Compound::DB00505
698	Compound::DB11397
699	Compound::DB01098
700	Compound::DB12500
701	Compound::DB00523
702	Compound::DB00802
703	Gene::56654
704	Gene::5588
705	Compound::DB03322
706	Gene::340024
707	Biological Process::GO:0071705
708	Compound::DB00961
709	Compound::DB02925
710	Gene::27068
711	Compound::DB06480
712	Compound::DB09274
713	Compound::DB01157
714	Side Effect::C0015967
715	Gene::2950
716	Gene::2046
717	Biological Process::GO:0007409
718	Compound::DB01067
719	Compound::DB06809
720	Disease::MESH:D009203
721	Gene::1290
722	Gene::633
723	Gene::3233
724	Compound::DB00762
725	Compound::DB11580
726	Compound::DB01081
727	Compound::DB12883
728	Gene::8295
729	Gene::90780
730	Gene::6693
731	Gene::2029
732	Gene::115
733	Gene::346562
734	Gene::1956
735	Gene::23650
736	Gene::51081
737	Gene::10102
738	Compound::DB00535
739	Compound::DB00605
740	Compound::DB01396
741	Gene::1070
742	Gene::23014
743	Gene::5716
744	Pathway::PC7_6877
745	Compound::DB00489
746	Side Effect::C0242429
747	Gene::4824
748	Gene::7184
749	Gene::285220
750	Gene::2049
751	Gene::2917
752	Molecular Function::GO:0005261
753	Anatomy::UBERON:0000474
754	Gene::206338
755	Biological Process::GO:0044087
756	Gene::369
757	Gene::27044
758	Gene::10992
759	Gene::4809
760	Gene::165918
761	Biological Process::GO:0002252
762	Compound::DB01628
763	Compound::DB12321
764	Gene::51377
765	Biological Process::GO:1903362
766	Compound::DB11455
767	Gene::5718
768	Biological Process::GO:2000058
769	Gene::6555
770	Molecular Function::GO:0022857
771	Compound::DB05381
772	Gene::3439
773	Gene::8766
774	Gene::64145
775	Gene::119504
776	Anatomy::UBERON:0002367
777	Gene::1838
778	Compound::DB05885
779	Gene::604
780	Gene::9440
781	Compound::DB00086
782	Gene::708
783	Gene::22927
784	Gene::127700
785	Biological Process::GO:1903214
786	Compound::DB00325
787	Disease::MESH:D006333
788	Compound::DB00476
789	Compound::DB11989
790	Compound::DB00445
791	Gene::23210
792	Gene::4046
793	Compound::DB12141
794	Compound::DB13500
795	Anatomy::UBERON:0002368
796	Gene::89832
797	Gene::6480
798	Gene::388552
799	Biological Process::GO:0031175
800	Gene::6741
801	Gene::10557
802	Gene::54955
803	Gene::54785
804	Gene::2776
805	Gene::4060
806	Gene::758
807	Gene::2063
808	Compound::DB00934
809	Compound::DB04820
810	Compound::DB00366
811	Compound::DB01154
812	Compound::DB00813
813	Compound::DB01588
814	Compound::DB01176
815	Gene::64429
816	Gene::3265
817	Molecular Function::GO:0016462
818	Compound::DB00467
819	Compound::DB00532
820	Compound::DB09226
821	Compound::DB12401
822	Compound::DB00732
823	Compound::DB14659
824	Gene::25970
825	Pathway::PC7_5991
826	Gene::126328
827	Gene::4728
828	Disease::MESH:D000506
829	Gene::3559
830	Compound::DB01544
831	Compound::DB06273
832	Gene::5027
833	Biological Process::GO:0044243
834	Gene::1738
835	Gene::7103
836	Gene::3932
837	Gene::285231
838	Gene::6478
839	Gene::3183
840	Gene::6626
841	Gene::5066
842	Gene::79269
843	Gene::55208
844	Gene::51617
845	Gene::6827
846	Gene::330
847	Biological Process::GO:0031398
848	Gene::23871
849	Disease::MESH:D003876
850	Gene::5465
851	Gene::948
852	Gene::2817
853	Gene::2268
854	Gene::4691
855	Molecular Function::GO:0042393
856	Gene::21
857	Gene::200312
858	Gene::2735
859	Compound::DB08868
860	Compound::DB08904
861	Compound::DB01102
862	Compound::DB13559
863	Compound::DB00322
864	Side Effect::C0042963
865	Gene::409
866	Anatomy::UBERON:0000002
867	Gene::3848
868	Gene::8490
869	Biological Process::GO:0051345
870	Anatomy::UBERON:0001896
871	Gene::3163
872	Gene::11187
873	Disease::MESH:D009369
874	Gene::8243
875	Gene::6990
876	Gene::1128
877	Gene::185
878	Gene::3868
879	Compound::CHEMBL482477
880	Gene::5160
881	Compound::molport:MolPort-046-763-707
882	Gene::666
883	Biological Process::GO:0048709
884	Gene::84464
885	Gene::5358
886	Gene::2064
887	Disease::MESH:C538231
888	Gene::1802
889	Biological Process::GO:0017183
890	Gene::641
891	Gene::6612
892	Gene::8650
893	Gene::891
894	Gene::10693
895	Compound::DB00203
896	Side Effect::C0549622
897	Gene::1384
898	Gene::7172
899	Gene::57192
900	Compound::DB00158
901	Compound::DB01367
902	Gene::9936
903	Gene::6426
904	Gene::3015
905	Gene::933
906	Gene::951
907	Anatomy::UBERON:0004535
908	Gene::5663
909	Compound::DB11604
910	Compound::DB14962
911	Compound::MESH:D009569
912	Gene::26416
913	Gene::7291
914	Compound::DB00741
915	Compound::DB13532
916	Gene::23122
917	Gene::332
918	Anatomy::UBERON:0000045
919	Gene::79707
920	Compound::DB06151
921	Side Effect::C0079043
922	Gene::8538
923	Biological Process::GO:0006366
924	Compound::DB00484
925	Compound::DB00876
926	Compound::DB00710
927	Compound::DB01224
928	Compound::DB00125
929	Side Effect::C0027540
930	Compound::DB06168
931	Gene::10130
932	Gene::9126
933	Gene::55055
934	Gene::8797
935	Gene::55699
936	Gene::115123
937	Gene::84634
938	Gene::10575
939	Gene::51602
940	Gene::5905
941	Gene::23038
942	Gene::79016
943	Gene::6233
944	Gene::246184
945	Compound::DB01173
946	Compound::DB01534
947	Compound::DB00035
948	Gene::6403
949	Gene::65059
950	Compound::DB01169
951	Compound::DB01177
952	Compound::DB00857
953	Compound::DB09456
954	Gene::55636
955	Gene::9446
956	Gene::10524
957	Gene::153527
958	Gene::51126
959	Gene::4486
960	Gene::51071
961	Gene::3371
962	Gene::338
963	Compound::DB05656
964	Compound::DB09037
965	Gene::23098
966	Biological Process::GO:0034138
967	Compound::DB06767
968	Compound::DB09238
969	Gene::9516
970	Gene::5962
971	Gene::2935
972	Compound::DB01037
973	Compound::DB08550
974	Gene::10026
975	Molecular Function::GO:0051861
976	Gene::5469
977	Gene::7421
978	Gene::23404
979	Gene::7311
980	Gene::178
981	Gene::2185
982	Gene::2780
983	Biological Process::GO:0098771
984	Gene::122704
985	Gene::9246
986	Gene::5927
987	Gene::10505
988	Biological Process::GO:0050795
989	Gene::5971
990	Gene::84676
991	Gene::868
992	Compound::MESH:D010695
993	Disease::MESH:D006030
994	Gene::26330
995	Gene::441531
996	Gene::1540
997	Gene::6342
998	Biological Process::GO:0042181
999	Gene::23386
1000	Gene::7175
1001	Gene::5019
1002	Gene::9926
1003	Anatomy::UBERON:0000033
1004	Gene::333
1005	Gene::10969
1006	Gene::10940
1007	Gene::25804
1008	Gene::219988
1009	Compound::DB00397
1010	Compound::DB00998
1011	Compound::DB01129
1012	Compound::DB03756
1013	Gene::83938
1014	Gene::3842
1015	Molecular Function::GO:0033218
1016	Gene::4609
1017	Gene::5243
1018	Gene::3141
1019	Molecular Function::GO:0019842
1020	Compound::DB05084
1021	Compound::DB08962
1022	Gene::79694
1023	Compound::DB12093
1024	Compound::DB13323
1025	Compound::DB00275
1026	Compound::DB06711
1027	Gene::221496
1028	Gene::7443
1029	Compound::DB13401
1030	Compound::DB14517
1031	Anatomy::UBERON:0001007
1032	Gene::1457
1033	Gene::3845
1034	Disease::MESH:D054218
1035	Compound::DB00182
1036	Compound::DB01638
1037	Gene::6262
1038	Biological Process::GO:0034765
1039	Anatomy::UBERON:0001008
1040	Gene::6993
1041	Anatomy::UBERON:0000043
1042	Gene::1374
1043	Gene::10201
1044	Gene::112
1045	Gene::10815
1046	Biological Process::GO:0060627
1047	Gene::3480
1048	Compound::DB01033
1049	Gene::55355
1050	Gene::2491
1051	Disease::MESH:D014029
1052	Gene::9451
1053	Gene::4986
1054	Molecular Function::GO:0042923
1055	Compound::DB04552
1056	Compound::DB09378
1057	Gene::283807
1058	Gene::64320
1059	Gene::3674
1060	Gene::2243
1061	Gene::25915
1062	Gene::29078
1063	Compound::DB01004
1064	Compound::DB03566
1065	Gene::65198
1066	Gene::159296
1067	Biological Process::GO:0048541
1068	Gene::3611
1069	Molecular Function::GO:0019900
1070	Gene::50506
1071	Biological Process::GO:0021984
1072	Compound::DB04953
1073	Compound::DB00425
1074	Side Effect::C0232849
1075	Gene::55530
1076	Gene::509
1077	Gene::771
1078	Gene::201294
1079	Gene::5707
1080	Gene::5286
1081	Gene::8905
1082	Gene::2737
1083	Biological Process::GO:0032332
1084	Gene::5538
1085	Biological Process::GO:0042159
1086	Gene::2153
1087	Gene::2158
1088	Biological Process::GO:1901888
1089	Gene::29126
1090	Biological Process::GO:0001819
1091	Gene::2783
1092	Gene::259293
1093	Gene::5922
1094	Gene::972
1095	Gene::3113
1096	Gene::12487
1097	Disease::MESH:D015212
1098	Gene::267020
1099	Biological Process::GO:1901659
1100	Gene::51654
1101	Gene::3018
1102	Biological Process::GO:0006334
1103	Gene::4763
1104	Biological Process::GO:0021987
1105	Gene::2743
1106	Cellular Component::GO:0098794
1107	Symptom::D010264
1108	Compound::DB00683
1109	Compound::DB01239
1110	Compound::DB00196
1111	Compound::DB09102
1112	Compound::DB04574
1113	Gene::6722
1114	Gene::9759
1115	Compound::DB09312
1116	Compound::DB13241
1117	Compound::DB09038
1118	Compound::DB14063
1119	Gene::79317
1120	Gene::3978
1121	Gene::79850
1122	Gene::158234
1123	Gene::55006
1124	Gene::9726
1125	Gene::9908
1126	Compound::DB00849
1127	Compound::DB00195
1128	Compound::DB06814
1129	Gene::252969
1130	Gene::25847
1131	Gene::51619
1132	Compound::DB09123
1133	Compound::DB09149
1134	Gene::6770
1135	Gene::134429
1136	Compound::DB08960
1137	Gene::26018
1138	Compound::DB00681
1139	Compound::DB11529
1140	Compound::DB00656
1141	Compound::DB01501
1142	Gene::25926
1143	Gene::8087
1144	Gene::11224
1145	Gene::29080
1146	Gene::5293
1147	Compound::DB01028
1148	Compound::DB09029
1149	Compound::DB00867
1150	Compound::DB02489
1151	Gene::55851
1152	Compound::DB00394
1153	Compound::DB05115
1154	Gene::3855
1155	Compound::DB01023
1156	Gene::81567
1157	Gene::5580
1158	Gene::64167
1159	Gene::388115
1160	Gene::5434
1161	Gene::3192
1162	Gene::80705
1163	Gene::29966
1164	Gene::83992
1165	Gene::57217
1166	Gene::65993
1167	Gene::5906
1168	Gene::3766
1169	Molecular Function::GO:0015075
1170	Compound::DB01356
1171	Compound::DB01511
1172	Gene::3569
1173	Disease::MESH:D005316
1174	Gene::6786
1175	Biological Process::GO:0005513
1176	Gene::54165
1177	Biological Process::GO:0051443
1178	Gene::8320
1179	Biological Process::GO:0007492
1180	Compound::DB00649
1181	Side Effect::C0018213
1182	Anatomy::UBERON:0003126
1183	Gene::25895
1184	Compound::DB11443
1185	Gene::203569
1186	Gene::7013
1187	Disease::MESH:D006111
1188	Gene::328483
1189	Gene::21473
1190	Compound::DB02568
1191	Compound::DB11752
1192	Compound::DB00206
1193	Gene::10146
1194	Gene::6201
1195	Gene::84946
1196	Gene::7280
1197	Gene::203068
1198	Gene::389856
1199	Gene::27152
1200	Gene::55585
1201	Compound::DB00937
1202	Side Effect::C2973725
1203	Gene::6906
1204	Gene::14
1205	Gene::1536
1206	Molecular Function::GO:0022803
1207	Gene::5901
1208	Gene::51808
1209	Compound::DB00577
1210	Compound::DB10804
1211	Gene::18126
1212	Gene::317
1213	Compound::DB00891
1214	Compound::DB00969
1215	Gene::402682
1216	Gene::10116
1217	Gene::8668
1218	Pathway::WP107_r78489
1219	Compound::DB00753
1220	Compound::DB11408
1221	Compound::DB00273
1222	Compound::DB11577
1223	Compound::DB00871
1224	Compound::DB11491
1225	Compound::DB01394
1226	Compound::DB13722
1227	Gene::11142
1228	Gene::147179
1229	Compound::DB00281
1230	Gene::9188
1231	Biological Process::GO:0022613
1232	Gene::8161
1233	Gene::6310
1234	Gene::655
1235	Biological Process::GO:0030326
1236	Gene::59340
1237	Compound::CHEMBL19439
1238	Compound::DB00567
1239	Gene::2730
1240	Gene::23657
1241	Gene::8850
1242	Biological Process::GO:0032869
1243	Compound::DB00244
1244	Compound::DB13831
1245	Gene::10213
1246	Biological Process::GO:0043434
1247	Compound::MESH:C067311
1248	Disease::MESH:D065646
1249	Gene::10980
1250	Gene::7347
1251	Gene::1622
1252	Gene::23400
1253	Gene::80025
1254	Compound::DB00866
1255	Compound::DB00972
1256	Gene::10127
1257	Gene::3945
1258	Compound::DB00295
1259	Gene::25504
1260	Gene::3127
1261	Gene::8916
1262	Anatomy::UBERON:0001225
1263	Gene::9839
1264	Gene::117286
1265	Gene::162239
1266	Gene::9276
1267	Gene::11015
1268	Gene::80341
1269	Gene::3270
1270	Compound::DB13866
1271	Atc::G03
1272	Compound::DB00176
1273	Disease::MESH:D012735
1274	Gene::50487
1275	Biological Process::GO:0042384
1276	Gene::5202
1277	Gene::51257
1278	Compound::DB00531
1279	Compound::DB06144
1280	Gene::1493
1281	Disease::MESH:D014397
1282	Gene::5976
1283	Gene::5520
1284	Gene::84919
1285	Gene::57718
1286	Gene::7262
1287	Gene::3784
1288	Compound::DB01008
1289	Gene::7088
1290	Gene::91543
1291	Gene::684
1292	Gene::8322
1293	Gene::56616
1294	Gene::8776
1295	Molecular Function::GO:0004721
1296	Gene::2786
1297	Gene::885
1298	Compound::DB04871
1299	Compound::DB06660
1300	Gene::3351
1301	Compound::CHEMBL1332062
1302	Gene::2099
1303	Gene::51337
